"id","id_assessment","id_student","date_submitted","is_banked","score","total_vle_before_assessment"
"3714","14984","2439201","19","0","63","12"
"3715","14984","537905","19","0","81","25"
"3716","14984","500815","17","0","76","27"
"3717","14984","2442685","28","0","70","2"
"3718","14984","500819","17","0","81","13"
"3719","14984","538138","19","0","65","16"
"3720","14984","2444088","18","0","87","24"
"3721","14984","500836","23","0","85","14"
"3722","14984","538196","14","0","84","19"
"3723","14984","500958","18","0","69","20"
"3724","14984","2444703","23","0","60","9"
"3725","14984","538221","16","0","65","36"
"3726","14984","2445088","26","0","72","14"
"3727","14984","538232","23","0","77","29"
"3728","14984","2445949","24","0","63","0"
"3729","14984","538897","19","0","80","22"
"3730","14984","2446144","18","0","68","13"
"3731","14984","538942","16","0","78","21"
"3732","14984","2458984","18","0","65","19"
"3733","14984","538987","17","0","75","17"
"3734","14984","2464963","19","0","65","25"
"3735","14984","539056","18","0","73","10"
"3736","14984","2466123","20","0","63","2"
"3737","14984","539232","26","0","74","9"
"3738","14984","2470672","18","0","60","32"
"3739","14984","501432","17","0","73","31"
"3740","14984","539253","9","0","80","16"
"3741","14984","2474493","18","0","80","12"
"3742","14984","501550","16","0","81","27"
"3743","14984","2475780","17","0","73","10"
"3744","14984","539265","16","0","79","24"
"3745","14984","501879","18","0","75","22"
"3746","14984","2476649","19","0","74","21"
"3747","14984","501955","33","0","56","20"
"3748","14984","539303","16","0","73","16"
"3749","14984","502088","19","0","85","11"
"3750","14984","2481224","14","0","85","36"
"3751","14984","539345","19","0","62","12"
"3752","14984","388360","13","0","68","9"
"3753","14984","502131","18","0","77","21"
"3754","14984","539365","17","0","61","30"
"3755","14984","388410","19","0","74","13"
"3756","14984","502441","16","0","65","16"
"3757","14984","2481765","17","0","79","10"
"3758","14984","388484","19","0","66","17"
"3759","14984","539385","18","0","68","18"
"3760","14984","502604","19","0","65","14"
"3761","14984","2483179","19","0","74","13"
"3762","14984","539418","17","0","93","30"
"3763","14984","502694","18","0","69","18"
"3764","14984","389369","18","0","87","14"
"3765","14984","2483568","19","0","80","37"
"3766","14984","502713","18","0","75","13"
"3767","14984","390220","18","0","76","10"
"3768","14984","2487541","16","0","83","24"
"3769","14984","502717","19","0","67","38"
"3770","14984","390442","26","0","83","10"
"3771","14984","2498299","18","0","87","12"
"3772","14984","502872","19","0","81","6"
"3773","14984","390461","19","0","55","9"
"3774","14984","2512392","19","0","85","40"
"3775","14984","503353","18","0","75","14"
"3776","14984","392213","17","0","65","16"
"3777","14984","2517864","16","0","90","14"
"3778","14984","503390","18","0","75","16"
"3779","14984","392281","20","0","73","35"
"3780","14984","2518653","18","0","87","14"
"3781","14984","392428","18","0","66","17"
"3782","14984","503491","18","0","74","14"
"3783","14984","2521745","18","0","50","18"
"3784","14984","392614","18","0","73","8"
"3785","14984","503509","19","0","80","19"
"3786","14984","2522093","18","0","87","25"
"3787","14984","397118","6","0","75","15"
"3788","14984","503878","18","0","66","19"
"3789","14984","2524127","-1","1","73","0"
"3790","14984","398084","19","0","85","25"
"3791","14984","504014","25","0","55","12"
"3792","14984","400049","18","0","55","11"
"3793","14984","504021","21","0","56","6"
"3794","14984","2528966","25","0","65","15"
"3795","14984","400469","19","0","85","21"
"3796","14984","504028","18","0","79","22"
"3797","14984","2531031","17","0","73","16"
"3798","14984","400474","16","0","84","24"
"3799","14984","504102","18","0","53","35"
"3800","14984","400894","-1","1","85","1"
"3801","14984","504936","18","0","71","21"
"3802","14984","401339","19","0","92","24"
"3803","14984","505376","22","0","73","27"
"3804","14984","505417","23","0","67","10"
"3805","14984","401349","17","0","85","28"
"3806","14984","505595","19","0","68","32"
"3807","14984","403093","19","0","57","11"
"3808","14984","505606","18","0","80","17"
"3809","14984","404022","18","0","87","22"
"3810","14984","505871","22","0","75","33"
"3811","14984","405471","18","0","81","18"
"3812","14984","505959","20","0","61","27"
"3813","14984","405746","22","0","71","15"
"3814","14984","552826","19","0","80","20"
"3815","14984","505961","18","0","64","18"
"3816","14984","405995","19","0","77","23"
"3817","14984","552859","18","0","89","18"
"3818","14984","506233","8","0","55","9"
"3819","14984","406311","18","0","61","13"
"3820","14984","506360","19","0","71","10"
"3821","14984","552894","19","0","71","20"
"3822","14984","506650","18","0","54","10"
"3823","14984","406416","18","0","95","19"
"3824","14984","552902","15","0","68","13"
"3825","14984","506753","15","0","82","25"
"3826","14984","406974","17","0","81","52"
"3827","14984","552914","26","0","45","13"
"3828","14984","507184","19","0","75","5"
"3829","14984","539558","17","0","69","25"
"3830","14984","408112","19","0","65","19"
"3831","14984","552929","18","0","75","19"
"3832","14984","507359","25","0","80","7"
"3833","14984","409662","17","0","70","22"
"3834","14984","539572","19","0","45","15"
"3835","14984","552991","19","0","75","14"
"3836","14984","507817","19","0","80","5"
"3837","14984","410739","18","0","72","21"
"3838","14984","553047","18","0","55","17"
"3839","14984","539737","20","0","76","4"
"3840","14984","508452","18","0","60","16"
"3841","14984","412407","19","0","77","6"
"3842","14984","508537","18","0","94","12"
"3843","14984","412654","18","0","80","14"
"3844","14984","539891","27","0","73","10"
"3845","14984","508662","19","0","62","24"
"3846","14984","413984","18","0","70","15"
"3847","14984","509226","17","0","77","14"
"3848","14984","414958","19","0","85","18"
"3849","14984","509768","17","0","95","9"
"3850","14984","415716","15","0","70","16"
"3851","14984","509797","19","0","65","12"
"3852","14984","415760","31","0","86","12"
"3853","14984","509901","29","0","51","27"
"3854","14984","416007","18","0","70","35"
"3855","14984","509926","18","0","83","17"
"3856","14984","416314","12","0","55","9"
"3857","14984","510141","19","0","55","29"
"3858","14984","416654","18","0","72","39"
"3859","14984","510492","19","0","61","10"
"3860","14984","417462","18","0","80","2"
"3861","14984","510556","17","0","77","24"
"3862","14984","418065","19","0","55","11"
"3863","14984","510756","18","0","76","15"
"3864","14984","418325","-3","0","75","11"
"3865","14984","510845","25","0","70","23"
"3866","14984","420604","19","0","80","6"
"3867","14984","511050","3","0","80","1"
"3868","14984","421205","18","0","42","14"
"3869","14984","511067","18","0","74","11"
"3870","14984","422070","19","0","65","11"
"3871","14984","511306","7","0","90","23"
"3872","14984","423314","17","0","50","13"
"3873","14984","511459","18","0","53","19"
"3874","14984","423871","19","0","80","24"
