,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,credits_group,code_module,code_presentation,id_student,gender_f,gender_m,disability_n,disability_y,highest_education_a_level_or_equivalent,highest_education_he_qualification,highest_education_lower_than_a_level,highest_education_no_formal_quals,highest_education_post_graduate_qualification,region_east_anglian_region,region_east_midlands_region,region_ireland,region_london_region,region_north_region,region_north_western_region,region_scotland,region_south_east_region,region_south_region,region_south_west_region,region_wales,region_west_midlands_region,region_yorkshire_region,imd_band_0-10,imd_band_10-20,imd_band_20-30,imd_band_30-40,imd_band_40-50,imd_band_50-60,imd_band_60-70,imd_band_70-80,imd_band_80-90,imd_band_90-100,age_band_0-35,age_band_35-55,age_band_over55,studied_credits_30,studied_credits_60,studied_credits_70,studied_credits_75,studied_credits_90,studied_credits_105,studied_credits_120,studied_credits_130,studied_credits_135,studied_credits_150,studied_credits_165,studied_credits_180,studied_credits_195,studied_credits_210,studied_credits_220,studied_credits_225,studied_credits_240,studied_credits_250,studied_credits_270,studied_credits_300,studied_credits_325,studied_credits_330,final_result_distinction,final_result_fail,final_result_pass,final_result_withdrawn,num_of_prev_attempts_0,num_of_prev_attempts_1,num_of_prev_attempts_2,num_of_prev_attempts_3,num_of_prev_attempts_4,num_of_prev_attempts_5,num_of_prev_attempts_6,group_studied_credits_0-29,group_studied_credits_30-59,group_studied_credits_60-89,group_studied_credits_90-119,group_studied_credits_120-149,group_studied_credits_150over
10,BBB,2013B,34863,f,london_region,a_level_or_equivalent,50-60,0-35,0,60,n,pass,60-89,BBB,2013B,34863,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
11,BBB,2013B,35812,f,east_anglian_region,lower_than_a_level,30-40,0-35,0,60,n,fail,60-89,BBB,2013B,35812,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
12,BBB,2013B,39655,f,scotland,lower_than_a_level,50-60,0-35,0,120,n,distinction,120-149,BBB,2013B,39655,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
13,BBB,2013B,50993,f,scotland,lower_than_a_level,0-10,0-35,0,60,y,fail,60-89,BBB,2013B,50993,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
14,BBB,2013B,52899,f,east_midlands_region,lower_than_a_level,50-60,35-55,0,60,n,withdrawn,60-89,BBB,2013B,52899,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
15,BBB,2013B,58089,f,west_midlands_region,a_level_or_equivalent,40-50,0-35,2,90,n,fail,90-119,BBB,2013B,58089,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
16,BBB,2013B,62631,f,north_western_region,a_level_or_equivalent,20-30,0-35,0,60,n,fail,60-89,BBB,2013B,62631,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
17,BBB,2013B,70608,f,south_east_region,he_qualification,70-80,35-55,0,240,n,distinction,150over,BBB,2013B,70608,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
18,BBB,2013B,74695,f,north_region,lower_than_a_level,40-50,0-35,0,90,n,distinction,90-119,BBB,2013B,74695,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
19,BBB,2013B,74734,f,north_western_region,lower_than_a_level,0-10,0-35,0,180,n,pass,150over,BBB,2013B,74734,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
20,BBB,2013B,75399,f,east_anglian_region,lower_than_a_level,60-70,35-55,0,60,n,pass,60-89,BBB,2013B,75399,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
21,BBB,2013B,78645,f,east_anglian_region,lower_than_a_level,40-50,0-35,0,60,n,fail,60-89,BBB,2013B,78645,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
22,BBB,2013B,82535,f,wales,lower_than_a_level,20-30,0-35,0,180,n,pass,150over,BBB,2013B,82535,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23,BBB,2013B,82741,f,east_anglian_region,lower_than_a_level,50-60,0-35,0,60,n,pass,60-89,BBB,2013B,82741,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
24,BBB,2013B,83254,f,london_region,he_qualification,10-20,35-55,0,60,n,pass,60-89,BBB,2013B,83254,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
25,BBB,2013B,84245,m,wales,a_level_or_equivalent,50-60,0-35,0,120,n,distinction,120-149,BBB,2013B,84245,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
26,BBB,2013B,84664,f,north_western_region,a_level_or_equivalent,60-70,35-55,0,60,n,pass,60-89,BBB,2013B,84664,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
27,BBB,2013B,86291,f,wales,he_qualification,50-60,35-55,0,60,n,withdrawn,60-89,BBB,2013B,86291,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
28,BBB,2013B,87732,m,east_midlands_region,a_level_or_equivalent,30-40,35-55,0,75,n,pass,60-89,BBB,2013B,87732,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
29,BBB,2013B,91322,f,yorkshire_region,a_level_or_equivalent,40-50,35-55,0,60,n,pass,60-89,BBB,2013B,91322,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
30,BBB,2013B,92274,f,east_anglian_region,lower_than_a_level,60-70,0-35,0,60,n,withdrawn,60-89,BBB,2013B,92274,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
31,BBB,2013B,92832,f,east_anglian_region,a_level_or_equivalent,20-30,0-35,0,60,n,pass,60-89,BBB,2013B,92832,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
32,BBB,2013B,92947,f,wales,he_qualification,10-20,35-55,0,120,n,distinction,120-149,BBB,2013B,92947,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
33,BBB,2013B,92993,f,east_anglian_region,lower_than_a_level,10-20,0-35,3,135,n,pass,120-149,BBB,2013B,92993,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
34,BBB,2013B,94616,f,south_region,lower_than_a_level,80-90,0-35,1,60,n,fail,60-89,BBB,2013B,94616,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
35,BBB,2013B,97154,f,north_region,a_level_or_equivalent,20-30,0-35,0,60,n,pass,60-89,BBB,2013B,97154,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
36,BBB,2013B,98313,f,scotland,he_qualification,30-40,35-55,0,60,n,pass,60-89,BBB,2013B,98313,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
37,BBB,2013B,104054,f,south_east_region,lower_than_a_level,90-100,35-55,0,120,n,distinction,120-149,BBB,2013B,104054,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
38,BBB,2013B,108377,f,south_region,lower_than_a_level,30-40,35-55,0,120,y,pass,120-149,BBB,2013B,108377,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
39,BBB,2013B,108589,f,ireland,a_level_or_equivalent,70-80,0-35,0,60,n,pass,60-89,BBB,2013B,108589,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
40,BBB,2013B,109938,f,wales,he_qualification,60-70,0-35,0,120,n,distinction,120-149,BBB,2013B,109938,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
41,BBB,2013B,110881,f,east_anglian_region,a_level_or_equivalent,40-50,0-35,0,60,n,pass,60-89,BBB,2013B,110881,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
42,BBB,2013B,116603,f,scotland,he_qualification,20-30,35-55,0,60,n,distinction,60-89,BBB,2013B,116603,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
43,BBB,2013B,117071,m,london_region,a_level_or_equivalent,40-50,35-55,0,60,n,fail,60-89,BBB,2013B,117071,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
44,BBB,2013B,120994,f,london_region,lower_than_a_level,30-40,35-55,0,70,y,fail,60-89,BBB,2013B,120994,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
45,BBB,2013B,123860,f,east_anglian_region,a_level_or_equivalent,70-80,35-55,0,60,y,pass,60-89,BBB,2013B,123860,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
46,BBB,2013B,126322,f,scotland,a_level_or_equivalent,10-20,35-55,1,60,n,pass,60-89,BBB,2013B,126322,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
47,BBB,2013B,126411,f,west_midlands_region,lower_than_a_level,0-10,0-35,2,60,y,fail,60-89,BBB,2013B,126411,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
48,BBB,2013B,133155,f,yorkshire_region,he_qualification,50-60,35-55,0,60,n,pass,60-89,BBB,2013B,133155,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
49,BBB,2013B,133748,f,scotland,lower_than_a_level,0-10,35-55,0,70,n,fail,60-89,BBB,2013B,133748,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
50,BBB,2013B,141823,f,east_midlands_region,a_level_or_equivalent,0-10,0-35,0,120,n,withdrawn,120-149,BBB,2013B,141823,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
51,BBB,2013B,142324,f,east_anglian_region,lower_than_a_level,30-40,35-55,0,60,n,fail,60-89,BBB,2013B,142324,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
52,BBB,2013B,143741,f,london_region,a_level_or_equivalent,50-60,0-35,0,120,y,distinction,120-149,BBB,2013B,143741,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
53,BBB,2013B,145544,m,east_midlands_region,a_level_or_equivalent,20-30,0-35,0,60,n,pass,60-89,BBB,2013B,145544,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
54,BBB,2013B,147876,m,south_west_region,a_level_or_equivalent,30-40,0-35,0,60,n,fail,60-89,BBB,2013B,147876,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
55,BBB,2013B,151697,f,east_midlands_region,a_level_or_equivalent,90-100,0-35,0,60,y,pass,60-89,BBB,2013B,151697,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
56,BBB,2013B,152153,f,east_anglian_region,lower_than_a_level,40-50,0-35,1,60,n,withdrawn,60-89,BBB,2013B,152153,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
57,BBB,2013B,152910,m,west_midlands_region,a_level_or_equivalent,,0-35,0,60,n,pass,60-89,BBB,2013B,152910,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
58,BBB,2013B,152929,f,north_western_region,lower_than_a_level,10-20,35-55,0,60,n,pass,60-89,BBB,2013B,152929,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
